sentence,ID,clean sentence
"Its strategic location and the terrain has helped deserters from disparate units mount raids against army buses and roadblocks manned by Military Intelligence and pro-Assad militia, opposition activists said.",38B7Q9C28G6F3JQ013CJBEQMZM796G,"Its strategic location and the terrain has helped deserters from disparate units mount raids against army buses and roadblocks manned by Military Intelligence and pro-Assad militia, opposition activists said."
"Rastan lies about 180 km (110 miles) north of Damascus, among farmland and wheat fields on the Orontes River and on the northern highway leading to Aleppo.",38B7Q9C28G6F3JQ013CJBEQMZM796G,"Rastan lies about 180 km (110 miles) north of Damascus, among farmland and wheat fields on the Orontes River and on the northern highway leading to Aleppo."
"U.N. Secretary General Ban Ki-moon said on Wednesday there was only a narrow window of opportunity to avert full-scale civil war in Syria, which sits at a crossroads of Middle East conflict bordering Turkey, Jordan, Israel, Iraq and Lebanon.",38B7Q9C28G6F3JQ013CJBEQMZM796G,"U.N. Secretary General Ban Ki-moon said on Wednesday there was only a narrow window of opportunity to avert full-scale civil war in Syria, which sits at a crossroads of Middle East conflict bordering Turkey, Jordan, Israel, Iraq and Lebanon."
"Its 23-million population comprises a mix of faiths, sects and ethnic groups whose tensions resonate in neighboring states.",38B7Q9C28G6F3JQ013CJBEQMZM796G,"Its 23-million population comprises a mix of faiths, sects and ethnic groups whose tensions resonate in neighboring states."
"The United States, Europe and Gulf Arab states want Assad to step down but his ally Russia has blocked more robust action against the Syrian authorities in the U.N. Security Council and remains firmly behind Annan's six-point peace plan.",38B7Q9C28G6F3JQ013CJBEQMZM796G,"The United States, Europe and Gulf Arab states want Assad to step down but his ally Russia has blocked more robust action against the Syrian authorities in the U.N. Security Council and remains firmly behind Annan's six-point peace plan."
"Shock: Locals in Bellaghy, County Derry, are said to be stunned by the tragic shooting, which happened in Brenda O'Neill's rented house 'All three were arrested in the Toome area and have been taken to the Serious Crime Suite at Antrim police station.'",3RZS0FBRWKBPBNF8SJLJJ4IB1P3CP0,"Shock: Locals in Bellaghy, County Derry, are said to be stunned by the tragic shooting, which happened in Brenda O'Neill's rented house 'All three were arrested in the Toome area and have been taken to the Serious Crime Suite at Antrim police station.'"
Investigating officers have appealed for anyone with information about the incident to contact them.,3RZS0FBRWKBPBNF8SJLJJ4IB1P3CP0,Investigating officers have appealed for anyone with information about the incident to contact them.
"Caoimhe Scullion, Sinn Fein councillor on Magherafelt District Council who lives in Bellaghy, said the tight-knit village had been plunged into shock over the gun attack.",3RZS0FBRWKBPBNF8SJLJJ4IB1P3CP0,"Caoimhe Scullion, Sinn Fein councillor on Magherafelt District Council who lives in Bellaghy, said the tight-knit village had been plunged into shock over the gun attack."
"'Everybody is in complete shock,' she said.",3RZS0FBRWKBPBNF8SJLJJ4IB1P3CP0,"'Everybody is in complete shock,' she said."
"'We hear these stories happening everywhere else, but you never think it will happen on your doorstep.'",3RZS0FBRWKBPBNF8SJLJJ4IB1P3CP0,"'We hear these stories happening everywhere else, but you never think it will happen on your doorstep.'"
Ms Scullion said everybody knows everybody else in the small village.,3RZS0FBRWKBPBNF8SJLJJ4IB1P3CP0,Ms Scullion said everybody knows everybody else in the small village.
"Ian Milne, also a Sinn Fein councillor who lives in Bellaghy, said the dead girl marked her 18th birthday within the last two weeks.",3RZS0FBRWKBPBNF8SJLJJ4IB1P3CP0,"Ian Milne, also a Sinn Fein councillor who lives in Bellaghy, said the dead girl marked her 18th birthday within the last two weeks."
National security expert Michael O'Hanlon of the Brookings Institution said he is more encouraged about the prospects for success in Afghanistan after President Obama's speech.,3BFF0DJK8XD3AWXB6MK33JNQBI7STL,National security expert Michael O'Hanlon of the Brookings Institution said he is more encouraged about the prospects for success in Afghanistan after President Obama's speech.
"To see the president emphatically state as a matter of wartime leadership that we are really working closely in a committed way with our Afghan partners I think it was an important message, he said.",3BFF0DJK8XD3AWXB6MK33JNQBI7STL,"To see the president emphatically state as a matter of wartime leadership that we are really working closely in a committed way with our Afghan partners I think it was an important message, he said."
"He made it pretty clear that, if he's reelected at least, he'll see the mission past 2014 as important but very limited and very focused, O'Hanlon said.",3BFF0DJK8XD3AWXB6MK33JNQBI7STL,"He made it pretty clear that, if he's reelected at least, he'll see the mission past 2014 as important but very limited and very focused, O'Hanlon said."
"Obama's surprise trip is sure to draw criticism from Republicans, who have accused Mr. Obama of ""spiking the football"" in the days leading up to the one year anniversary of the death of bin Laden.",3BFF0DJK8XD3AWXB6MK33JNQBI7STL,"Obama's surprise trip is sure to draw criticism from Republicans, who have accused Mr. Obama of ""spiking the football"" in the days leading up to the one year anniversary of the death of bin Laden."
"That prompted the military to deploy its largest warship, the BRP Gregorio del Pilar, which was recently acquired from the United States.",3UUIU9GZC5624UZ0UQ7VA8DYYB25TQ,"That prompted the military to deploy its largest warship, the BRP Gregorio del Pilar, which was recently acquired from the United States."
"On Tuesday, Filipino sailors from the warship boarded the Chinese vessels for an inspection, discovering large amounts of illegally collected coral, giant clams and live sharks inside the first boat.",3UUIU9GZC5624UZ0UQ7VA8DYYB25TQ,"On Tuesday, Filipino sailors from the warship boarded the Chinese vessels for an inspection, discovering large amounts of illegally collected coral, giant clams and live sharks inside the first boat."
"Del Rosario said that the Chinese fishermen had been ""engaged in illegal fishing and harvesting of endangered marine species.""",3UUIU9GZC5624UZ0UQ7VA8DYYB25TQ,"Del Rosario said that the Chinese fishermen had been ""engaged in illegal fishing and harvesting of endangered marine species."""
"Two Chinese maritime surveillance ships later approached and positioned themselves between the Philippine warship and the Chinese fishing vessels ""thus preventing the arrests of the erring Chinese fishermen,"" the Philippine statement said.",3UUIU9GZC5624UZ0UQ7VA8DYYB25TQ,"Two Chinese maritime surveillance ships later approached and positioned themselves between the Philippine warship and the Chinese fishing vessels ""thus preventing the arrests of the erring Chinese fishermen,"" the Philippine statement said."
"The Chinese Embassy said the fishing boats had taken shelter from a storm in the lagoon, and that Philippine troops including some who were armed went into the lagoon and harassed the fishermen.",3UUIU9GZC5624UZ0UQ7VA8DYYB25TQ,"The Chinese Embassy said the fishing boats had taken shelter from a storm in the lagoon, and that Philippine troops including some who were armed went into the lagoon and harassed the fishermen."
“Obama’s visit to Afghanistan came under huge security preparations.,3Y3N5A7N4GAWTNJ0WVBGZRGZY7MMYV,“Obama’s visit to Afghanistan came under huge security preparations.
"Of course it was not risky for him, but it created concerns for citizens of Kabul.",3Y3N5A7N4GAWTNJ0WVBGZRGZY7MMYV,"Of course it was not risky for him, but it created concerns for citizens of Kabul."
"People were worried that many things would happen,” says Muhammad Hassan Haqyar, an independent political analyst in Kabul.",3Y3N5A7N4GAWTNJ0WVBGZRGZY7MMYV,"People were worried that many things would happen,” says Muhammad Hassan Haqyar, an independent political analyst in Kabul."
"“We saw the attack this morning that took the lives of many innocent people, but it was completely safe for Obama.”",3Y3N5A7N4GAWTNJ0WVBGZRGZY7MMYV,"“We saw the attack this morning that took the lives of many innocent people, but it was completely safe for Obama.”"
"RELATED Afghanistan: 5 areas of concern after the US leaves The Taliban immediately claimed responsibility for the attack, saying they planned and conducted the attack on extremely short notice as soon as they learned about Obama’s arrival in Afghanistan.",3Y3N5A7N4GAWTNJ0WVBGZRGZY7MMYV,"RELATED Afghanistan: 5 areas of concern after the US leaves The Taliban immediately claimed responsibility for the attack, saying they planned and conducted the attack on extremely short notice as soon as they learned about Obama’s arrival in Afghanistan."
The unsophisticated nature of the attack suggests little planning beyond having fighters and some explosives pre-positioned in the vicinity of Kabul.,3Y3N5A7N4GAWTNJ0WVBGZRGZY7MMYV,The unsophisticated nature of the attack suggests little planning beyond having fighters and some explosives pre-positioned in the vicinity of Kabul.
"With that, it was back to the sprawling U.S. air base outside the capital to underscore that last point, that he will close down the war and bring U.S. forces home.",3E6L1VR4XWNO4THD4PCBLACX2WHF6H,"With that, it was back to the sprawling U.S. air base outside the capital to underscore that last point, that he will close down the war and bring U.S. forces home."
